Document No_,Line No_,Sell-to Customer No_,No_,Location Code,Posting Date,Shipment Date,Description_x,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),Amount,Amount Including VAT,Item Category Code_x,Tipo,Expected Receipt Date,Description_y,Base Unit of Measure,Item Category Code_y,Cantidad en Inventario,Month,Year,Day
103166,10000,50000.0,1906-S,PRINCIPAL,2023-01-25,2023-04-16,Pedestal móvil ATENAS,Unidad,6.0,435.8,339.9,2614.8,3163.91,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,1,2023,25
103167,10000,30000.0,1928-S,PRINCIPAL,2023-01-26,2023-04-16,Lámpara giratoria roja,Piece,8.0,55.2,43.1,441.6,441.6,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,1,2023,26
103168,10000,40000.0,1908-S,PRINCIPAL,2023-01-26,2023-04-16,"Silla giratoria LONDRES, azul",stück,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,1,2023,26
103168,20000,40000.0,1920-S,PRINCIPAL,2023-01-26,2023-04-16,Mesa de conferencia AMBERES,stück,3.0,651.1,508.0,1953.3,1953.3,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,1,2023,26
103168,30000,40000.0,1968-S,PRINCIPAL,2023-01-26,2023-04-16,"Silla giratoria MÉXICO, negra",stück,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,1,2023,26
103168,40000,40000.0,1980-S,PRINCIPAL,2023-01-26,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,191.0,191.0,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,1,2023,26
103169,10000,20000.0,1900-S,PRINCIPAL,2023-01-28,2023-04-16,"Silla inv. PARÍS, negra",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,1,2023,28
103170,10000,30000.0,1896-S,PRINCIPAL,2023-01-29,2023-04-16,ATHENS Desk,Piece,4.0,1005.8,784.6,4023.2,4023.2,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,1,2023,29
103170,20000,30000.0,1936-S,PRINCIPAL,2023-01-29,2023-04-16,"BERLIN Guest Chair, yellow",Piece,9.0,193.7,151.1,1743.3,1743.3,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,1,2023,29
103170,30000,30000.0,1972-S,PRINCIPAL,2023-01-29,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,1,2023,29
103170,40000,30000.0,1996-S,PRINCIPAL,2023-01-29,2023-04-16,"ATLANTA Whiteboard, base",Piece,3.0,1404.3,1095.3,4212.9,4212.9,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,1,2023,29
103171,10000,50000.0,1920-S,PRINCIPAL,2023-01-31,2023-04-16,Mesa de conferencia AMBERES,Unidad,3.0,651.1,508.0,1953.3,2363.49,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,1,2023,31
103171,20000,50000.0,1988-S,PRINCIPAL,2023-01-31,2023-04-16,"Silla inv. SEUL, roja",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,1,2023,31
103172,10000,30000.0,1960-S,PRINCIPAL,2023-02-01,2023-04-16,"ROME Guest Chair, green",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,2,2023,1
103172,20000,30000.0,2000-S,PRINCIPAL,2023-02-01,2023-04-16,"SYDNEY Swivel Chair, green",Piece,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,2,2023,1
103173,10000,20000.0,1928-S,PRINCIPAL,2023-02-17,2023-04-16,Lámpara ÁMSTERDAM,Unidad,3.0,55.2,43.1,165.6,200.38,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,2,2023,17
103174,10000,10000.0,1960-S,PRINCIPAL,2023-02-17,2023-04-16,"Silla inv. ROMA, verde",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,2,2023,17
103175,10000,30000.0,1988-S,PRINCIPAL,2023-02-19,2023-04-16,"SEOUL Guest Chair, red",Piece,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,2,2023,19
103176,10000,40000.0,1960-S,PRINCIPAL,2023-02-20,2023-04-16,"Silla inv. ROMA, verde",stück,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,2,2023,20
103177,10000,20000.0,1900-S,PRINCIPAL,2023-02-21,2023-04-16,"Silla inv. PARÍS, negra",Unidad,6.0,193.7,151.1,1162.2,1406.26,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,2,2023,21
103177,20000,20000.0,1964-S,PRINCIPAL,2023-02-21,2023-04-16,"Silla inv. TOKIO, azul",Unidad,5.0,193.7,151.1,968.5,1171.89,SILLA,Venta,2022-01-01,"Silla inv. TOKIO, azul",UDS,SILLA,4.0,2,2023,21
103177,30000,20000.0,1980-S,PRINCIPAL,2023-02-21,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,3.0,191.0,148.9,573.0,693.33,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,2,2023,21
103178,10000,10000.0,1896-S,PRINCIPAL,2023-02-21,2023-04-16,Escritorio ATENAS,Unidad,8.0,1005.8,784.6,8046.4,9736.14,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,2,2023,21
103178,20000,10000.0,1972-S,PRINCIPAL,2023-02-21,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,2,2023,21
103178,30000,10000.0,1996-S,PRINCIPAL,2023-02-21,2023-04-16,"Pizarra ATLANTA, base",Unidad,6.0,1404.3,1095.3,8425.8,10195.22,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,2,2023,21
103179,10000,50000.0,1906-S,PRINCIPAL,2023-02-22,2023-04-16,Pedestal móvil ATENAS,Unidad,10.0,435.8,339.9,4358.0,5273.18,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,2,2023,22
103179,20000,50000.0,1968-S,PRINCIPAL,2023-02-22,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,2,2023,22
103180,10000,40000.0,1908-S,PRINCIPAL,2023-02-24,2023-04-16,"Silla giratoria LONDRES, azul",stück,6.0,191.0,148.9,1146.0,1146.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,2,2023,24
103180,20000,40000.0,1920-S,PRINCIPAL,2023-02-24,2023-04-16,Mesa de conferencia AMBERES,stück,3.0,651.1,508.0,1953.3,1953.3,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,2,2023,24
103180,30000,40000.0,1968-S,PRINCIPAL,2023-02-24,2023-04-16,"Silla giratoria MÉXICO, negra",stück,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,2,2023,24
103180,40000,40000.0,1980-S,PRINCIPAL,2023-02-24,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,191.0,191.0,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,2,2023,24
103181,10000,20000.0,1900-S,PRINCIPAL,2023-02-25,2023-04-16,"Silla inv. PARÍS, negra",Unidad,6.0,193.7,151.1,1162.2,1406.26,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,2,2023,25
103182,10000,30000.0,1896-S,PRINCIPAL,2023-02-25,2023-04-16,ATHENS Desk,Piece,7.0,1005.8,784.6,7040.6,7040.6,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,2,2023,25
103182,20000,30000.0,1928-S,PRINCIPAL,2023-02-25,2023-04-16,Lámpara giratoria roja,Piece,10.0,55.2,43.1,552.0,552.0,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,2,2023,25
103182,30000,30000.0,1936-S,PRINCIPAL,2023-02-25,2023-04-16,"BERLIN Guest Chair, yellow",Piece,11.0,193.7,151.1,2130.7,2130.7,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,2,2023,25
103182,40000,30000.0,1996-S,PRINCIPAL,2023-02-25,2023-04-16,"ATLANTA Whiteboard, base",Piece,4.0,1404.3,1095.3,5617.2,5617.2,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,2,2023,25
103183,10000,30000.0,1960-S,PRINCIPAL,2023-02-28,2023-04-16,"ROME Guest Chair, green",Piece,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,2,2023,28
103183,20000,30000.0,1972-S,PRINCIPAL,2023-02-28,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,2,2023,28
103183,30000,30000.0,2000-S,PRINCIPAL,2023-02-28,2023-04-16,"SYDNEY Swivel Chair, green",Piece,7.0,191.0,148.9,1337.0,1337.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,2,2023,28
103184,10000,50000.0,1920-S,PRINCIPAL,2023-02-28,2023-04-16,Mesa de conferencia AMBERES,Unidad,3.0,651.1,508.0,1953.3,2363.49,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,2,2023,28
103184,20000,50000.0,1988-S,PRINCIPAL,2023-02-28,2023-04-16,"Silla inv. SEUL, roja",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,2,2023,28
103185,10000,20000.0,1928-S,PRINCIPAL,2023-03-18,2023-04-16,Lámpara ÁMSTERDAM,Unidad,4.0,55.2,43.1,220.8,267.17,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,3,2023,18
103186,10000,10000.0,1960-S,PRINCIPAL,2023-03-19,2023-04-16,"Silla inv. ROMA, verde",Unidad,5.0,193.7,151.1,968.5,1171.89,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,3,2023,19
103187,10000,30000.0,1988-S,PRINCIPAL,2023-03-20,2023-04-16,"SEOUL Guest Chair, red",Piece,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,3,2023,20
103188,10000,50000.0,1968-S,PRINCIPAL,2023-03-21,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,3,2023,21
103189,10000,40000.0,1960-S,PRINCIPAL,2023-03-22,2023-04-16,"Silla inv. ROMA, verde",stück,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,3,2023,22
103190,10000,20000.0,1900-S,PRINCIPAL,2023-03-23,2023-04-16,"Silla inv. PARÍS, negra",Unidad,5.0,193.7,151.1,968.5,1171.88,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,3,2023,23
103190,20000,20000.0,1964-S,PRINCIPAL,2023-03-23,2023-04-16,"Silla inv. TOKIO, azul",Unidad,7.0,193.7,151.1,1355.9,1640.64,SILLA,Venta,2022-01-01,"Silla inv. TOKIO, azul",UDS,SILLA,4.0,3,2023,23
103190,30000,20000.0,1980-S,PRINCIPAL,2023-03-23,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,4.0,191.0,148.9,764.0,924.44,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,3,2023,23
103191,10000,10000.0,1896-S,PRINCIPAL,2023-03-23,2023-04-16,Escritorio ATENAS,Unidad,10.0,1005.8,784.6,10058.0,12170.18,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,3,2023,23
103191,20000,10000.0,1972-S,PRINCIPAL,2023-03-23,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,3.0,191.0,148.9,573.0,693.33,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,3,2023,23
103191,30000,10000.0,1996-S,PRINCIPAL,2023-03-23,2023-04-16,"Pizarra ATLANTA, base",Unidad,7.0,1404.3,1095.3,9830.1,11894.42,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,3,2023,23
103192,10000,50000.0,1906-S,PRINCIPAL,2023-03-25,2023-04-16,Pedestal móvil ATENAS,Unidad,10.0,435.8,339.9,4358.0,5273.18,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,3,2023,25
103193,10000,30000.0,1928-S,PRINCIPAL,2023-03-26,2023-04-16,Lámpara giratoria roja,Piece,12.0,55.2,43.1,662.4,662.4,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,3,2023,26
103194,10000,40000.0,1908-S,PRINCIPAL,2023-03-26,2023-04-16,"Silla giratoria LONDRES, azul",stück,7.0,191.0,148.9,1337.0,1337.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,3,2023,26
103194,20000,40000.0,1920-S,PRINCIPAL,2023-03-26,2023-04-16,Mesa de conferencia AMBERES,stück,3.0,651.1,508.0,1953.3,1953.3,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,3,2023,26
103194,30000,40000.0,1968-S,PRINCIPAL,2023-03-26,2023-04-16,"Silla giratoria MÉXICO, negra",stück,6.0,191.0,148.9,1146.0,1146.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,3,2023,26
103194,40000,40000.0,1980-S,PRINCIPAL,2023-03-26,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,191.0,191.0,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,3,2023,26
103195,10000,20000.0,1900-S,PRINCIPAL,2023-03-28,2023-04-16,"Silla inv. PARÍS, negra",Unidad,5.0,193.7,151.1,968.5,1171.89,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,3,2023,28
103196,10000,30000.0,1896-S,PRINCIPAL,2023-03-29,2023-04-16,ATHENS Desk,Piece,8.0,1005.8,784.6,8046.4,8046.4,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,3,2023,29
103196,20000,30000.0,1936-S,PRINCIPAL,2023-03-29,2023-04-16,"BERLIN Guest Chair, yellow",Piece,13.0,193.7,151.1,2518.1,2518.1,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,3,2023,29
103196,30000,30000.0,1972-S,PRINCIPAL,2023-03-29,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,6.0,191.0,148.9,1146.0,1146.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,3,2023,29
103196,40000,30000.0,1996-S,PRINCIPAL,2023-03-29,2023-04-16,"ATLANTA Whiteboard, base",Piece,5.0,1404.3,1095.3,7021.5,7021.5,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,3,2023,29
103197,10000,50000.0,1920-S,PRINCIPAL,2023-03-31,2023-04-16,Mesa de conferencia AMBERES,Unidad,3.0,651.1,508.0,1953.3,2363.49,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,3,2023,31
103197,20000,50000.0,1988-S,PRINCIPAL,2023-03-31,2023-04-16,"Silla inv. SEUL, roja",Unidad,5.0,193.7,151.1,968.5,1171.89,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,3,2023,31
103198,10000,30000.0,1960-S,PRINCIPAL,2023-04-01,2023-04-16,"ROME Guest Chair, green",Piece,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,4,2023,1
103198,20000,30000.0,2000-S,PRINCIPAL,2023-04-01,2023-04-16,"SYDNEY Swivel Chair, green",Piece,8.0,191.0,148.9,1528.0,1528.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,4,2023,1
103199,10000,10000.0,1969-W,PRINCIPAL,2023-01-19,2023-04-16,Conjunto de conferencia 1,Unidad,5.0,343.5,0.0,1717.5,2078.18,SILLA,Venta,2022-01-01,Conjunto de conferencia 1,UDS,SILLA,-7.0,1,2023,19
103200,10000,10000.0,1965-W,PRINCIPAL,2023-01-20,2023-04-16,Paquete de conferencia 2-8,Unidad,6.0,235.0,0.0,1410.0,1706.1,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,20
103201,10000,10000.0,1965-W,PRINCIPAL,2023-01-21,2023-04-16,Paquete de conferencia 2-8,Unidad,11.0,235.0,0.0,2585.0,3127.85,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,21
103202,10000,10000.0,1953-W,PRINCIPAL,2023-01-26,2023-04-16,Sección invitados 1,Unidad,2.0,126.4,0.0,252.8,305.89,SILLA,Venta,2022-01-01,Sección invitados 1,UDS,SILLA,-49.0,1,2023,26
103203,10000,10000.0,1953-W,PRINCIPAL,2023-02-05,2023-04-16,Sección invitados 1,Unidad,23.0,126.4,0.0,2907.2,3517.71,SILLA,Venta,2022-01-01,Sección invitados 1,UDS,SILLA,-49.0,2,2023,5
103204,10000,10000.0,1965-W,PRINCIPAL,2023-02-15,2023-04-16,Paquete de conferencia 2-8,Unidad,1.0,235.0,0.0,235.0,284.35,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,2,2023,15
103205,10000,20000.0,1969-W,PRINCIPAL,2023-01-22,2023-04-16,Conjunto de conferencia 1,Unidad,2.0,343.5,0.0,687.0,831.27,SILLA,Venta,2022-01-01,Conjunto de conferencia 1,UDS,SILLA,-7.0,1,2023,22
103206,10000,20000.0,1965-W,PRINCIPAL,2023-01-27,2023-04-16,Paquete de conferencia 2-8,Unidad,20.0,235.0,0.0,4700.0,5687.0,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,27
103207,10000,20000.0,1965-W,PRINCIPAL,2023-01-27,2023-04-16,Paquete de conferencia 2-8,Unidad,4.0,235.0,0.0,940.0,1137.4,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,27
103208,10000,20000.0,1953-W,PRINCIPAL,2023-02-05,2023-04-16,Sección invitados 1,Unidad,10.0,126.4,0.0,1264.0,1529.44,SILLA,Venta,2022-01-01,Sección invitados 1,UDS,SILLA,-49.0,2,2023,5
103209,10000,20000.0,1953-W,PRINCIPAL,2023-02-10,2023-04-16,Sección invitados 1,Unidad,14.0,126.4,0.0,1769.6,2141.22,SILLA,Venta,2022-01-01,Sección invitados 1,UDS,SILLA,-49.0,2,2023,10
103210,10000,20000.0,1965-W,PRINCIPAL,2023-02-15,2023-04-16,Paquete de conferencia 2-8,Unidad,2.0,235.0,0.0,470.0,568.7,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,2,2023,15
103211,10000,30000.0,1965-W,PRINCIPAL,2023-01-18,2023-04-16,Confenrence Bundle 2-8,Piece,4.0,235.0,0.0,940.0,940.0,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,18
103212,10000,30000.0,1965-W,PRINCIPAL,2023-01-21,2023-04-16,Confenrence Bundle 2-8,Piece,11.0,235.0,0.0,2585.0,2585.0,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,21
103213,10000,40000.0,1965-W,PRINCIPAL,2023-01-22,2023-04-16,Paquete de conferencia 2-8,stück,20.0,235.0,0.0,4700.0,4700.0,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,22
103214,10000,40000.0,1965-W,PRINCIPAL,2023-01-27,2023-04-16,Paquete de conferencia 2-8,stück,2.0,235.0,0.0,470.0,470.0,SILLA,Venta,2022-01-01,Paquete de conferencia 2-8,UDS,SILLA,-81.0,1,2023,27
